Candidato,Video,img,O_prediction,C_prediction,E_prediction,A_prediction,N_prediction
Fujimori,Fujimori4,Fujimori4_resultadoskeyframe_56.jpg,0.61236936,0.5550729,0.51993626,0.54526865,0.53786254
Fujimori,Fujimori4,Fujimori4_resultadoskeyframe_586.jpg,0.5699326,0.51033926,0.47576907,0.5227846,0.4979571
Fujimori,Fujimori4,Fujimori4_resultadoskeyframe_680.jpg,0.5583904,0.4990793,0.45996112,0.5073324,0.48280743
Fujimori,Fujimori4,Fujimori4_resultadoskeyframe_706.jpg,0.5392561,0.48672396,0.44579583,0.49189216,0.47178462
Fujimori,Fujimori4,Fujimori4_resultadoskeyframe_780.jpg,0.59753275,0.52806824,0.49963096,0.528738,0.5162046
Fujimori,Fujimori4,Fujimori4_resultadoskeyframe_857.jpg,0.58005893,0.51157844,0.48227477,0.5309663,0.50798106
Fujimori,Fujimori4,Fujimori4_resultadoskeyframe_886.jpg,0.5356587,0.47963947,0.43808365,0.500994,0.4698123
Fujimori,Fujimori5,Fujimori5_resultadoskeyframe_113.jpg,0.5496195,0.50057024,0.45882887,0.53385675,0.49047744
Fujimori,Fujimori5,Fujimori5_resultadoskeyframe_14.jpg,0.561326,0.5064008,0.47113135,0.54515564,0.5063334
Fujimori,Fujimori5,Fujimori5_resultadoskeyframe_191.jpg,0.55423677,0.5001649,0.46234834,0.5355023,0.49535042
Fujimori,Fujimori5,Fujimori5_resultadoskeyframe_255.jpg,0.5573193,0.5102768,0.4656218,0.53656745,0.49964273
Fujimori,Fujimori5,Fujimori5_resultadoskeyframe_350.jpg,0.53772867,0.49714348,0.44793898,0.52699006,0.48352015
Fujimori,Fujimori5,Fujimori5_resultadoskeyframe_36.jpg,0.56629014,0.5161977,0.47566253,0.54558575,0.5108162
Fujimori,Fujimori5,Fujimori5_resultadoskeyframe_374.jpg,0.5384369,0.4953677,0.44842505,0.5275413,0.48222744
Fujimori,Fujimori5,Fujimori5_resultadoskeyframe_423.jpg,0.55350477,0.5035931,0.464279,0.5364332,0.49567968
Fujimori,Fujimori5,Fujimori5_resultadoskeyframe_455.jpg,0.5605721,0.50969815,0.46867126,0.5401007,0.50432086
Fujimori,Fujimori5,Fujimori5_resultadoskeyframe_535.jpg,0.5341115,0.49205714,0.4446714,0.5237484,0.4815356
Fujimori,Fujimori5,Fujimori5_resultadoskeyframe_609.jpg,0.53800124,0.5015354,0.4440379,0.5295075,0.48562425
Fujimori,Fujimori5,Fujimori5_resultadoskeyframe_636.jpg,0.5462316,0.5081172,0.4542711,0.53060746,0.49524513
Fujimori,Fujimori5,Fujimori5_resultadoskeyframe_689.jpg,0.5805651,0.56057256,0.4818393,0.55498385,0.5366842
Fujimori,Fujimori5,Fujimori5_resultadoskeyframe_762.jpg,0.5789542,0.5538218,0.48257565,0.5558218,0.5354827
Fujimori,Fujimori5,Fujimori5_resultadoskeyframe_856.jpg,0.5563127,0.50066566,0.46517012,0.53721035,0.4975662
Fujimori,Fujimori6,Fujimori6_resultadoskeyframe_135.jpg,0.5878192,0.52538854,0.4859121,0.5506568,0.52566206
Fujimori,Fujimori6,Fujimori6_resultadoskeyframe_168.jpg,0.5894156,0.5191647,0.48299757,0.5512784,0.5231588
Fujimori,Fujimori6,Fujimori6_resultadoskeyframe_273.jpg,0.6224123,0.54629415,0.52313715,0.57204795,0.5573323
Fujimori,Fujimori6,Fujimori6_resultadoskeyframe_389.jpg,0.61430836,0.5408809,0.50627327,0.5642816,0.54584527
Fujimori,Fujimori6,Fujimori6_resultadoskeyframe_487.jpg,0.59409416,0.54627717,0.49837357,0.55515647,0.53484213
Fujimori,Fujimori6,Fujimori6_resultadoskeyframe_522.jpg,0.5949098,0.5363122,0.49305797,0.549472,0.5302535
Fujimori,Fujimori6,Fujimori6_resultadoskeyframe_578.jpg,0.6159699,0.5369865,0.51977146,0.5644909,0.55072784
Fujimori,Fujimori6,Fujimori6_resultadoskeyframe_62.jpg,0.6202242,0.54186213,0.51639193,0.56629217,0.5513393
Fujimori,Fujimori6,Fujimori6_resultadoskeyframe_663.jpg,0.61938757,0.54022497,0.5236065,0.56687653,0.5515534
Fujimori,Fujimori6,Fujimori6_resultadoskeyframe_702.jpg,0.6192707,0.5525698,0.52353084,0.5665471,0.5554489
Fujimori,Fujimori6,Fujimori6_resultadoskeyframe_736.jpg,0.6072625,0.54191923,0.507762,0.56649196,0.54333246
Fujimori,Fujimori6,Fujimori6_resultadoskeyframe_807.jpg,0.6225079,0.54774916,0.5209716,0.5727918,0.5547142
Fujimori,Fujimori6,Fujimori6_resultadoskeyframe_95.jpg,0.62329227,0.55749434,0.5260675,0.5716286,0.5587194
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_110.jpg,0.5956909,0.5574083,0.49237838,0.5595843,0.5397047
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_156.jpg,0.5840584,0.56281734,0.47730097,0.5507108,0.5320127
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_184.jpg,0.56488657,0.54795873,0.4563911,0.54065883,0.51847804
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_217.jpg,0.55148864,0.523173,0.44616812,0.5378842,0.505814
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_259.jpg,0.57759154,0.5392109,0.47136053,0.55336785,0.5262113
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_333.jpg,0.59861827,0.49728614,0.4977709,0.54467964,0.52253115
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_34.jpg,0.6066984,0.5751972,0.5013655,0.57011974,0.5545044
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_411.jpg,0.5718459,0.48965886,0.47046646,0.53611,0.50795186
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_437.jpg,0.58975285,0.5356159,0.49016273,0.55636036,0.53429365
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_517.jpg,0.6258303,0.5891824,0.5171366,0.58441234,0.5752897
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_555.jpg,0.6142596,0.58360434,0.5096331,0.5715058,0.56057894
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_590.jpg,0.57619476,0.5447737,0.47227842,0.55037105,0.52172387
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_671.jpg,0.62156767,0.57965136,0.51995265,0.5756115,0.56743264
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_736.jpg,0.59593105,0.5153929,0.49370638,0.55290383,0.53197587
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_775.jpg,0.5766777,0.48737496,0.47153366,0.53531116,0.50732845
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_810.jpg,0.6069497,0.5463838,0.5043982,0.5629171,0.5440403
Fujimori,Fujimori7,Fujimori7_resultadoskeyframe_863.jpg,0.615396,0.5669086,0.5113832,0.57142985,0.5577214
Lescano,Lescano1,Lescano1_resultadoskeyframe_106.jpg,0.50880945,0.47401965,0.41063043,0.5102949,0.46433076
Lescano,Lescano1,Lescano1_resultadoskeyframe_139.jpg,0.57560253,0.5514506,0.4707623,0.5639975,0.5299846
Lescano,Lescano1,Lescano1_resultadoskeyframe_14.jpg,0.5545665,0.50922036,0.45333558,0.53347313,0.49605262
Lescano,Lescano1,Lescano1_resultadoskeyframe_184.jpg,0.57414925,0.54954976,0.47116452,0.56123,0.5293958
Lescano,Lescano1,Lescano1_resultadoskeyframe_218.jpg,0.58603424,0.55412114,0.48384434,0.5648936,0.5386642
Lescano,Lescano1,Lescano1_resultadoskeyframe_264.jpg,0.5709094,0.5328396,0.47010618,0.5506966,0.52133644
Lescano,Lescano1,Lescano1_resultadoskeyframe_321.jpg,0.5535974,0.51706046,0.4483235,0.53838867,0.49726486
Lescano,Lescano1,Lescano1_resultadoskeyframe_372.jpg,0.55880535,0.53150535,0.4571575,0.5477592,0.51029855
Lescano,Lescano1,Lescano1_resultadoskeyframe_456.jpg,0.54201186,0.498989,0.4423185,0.5278452,0.48778188
Lescano,Lescano1,Lescano1_resultadoskeyframe_477.jpg,0.56244206,0.5200126,0.45497128,0.541855,0.507936
Lescano,Lescano1,Lescano1_resultadoskeyframe_506.jpg,0.5762446,0.52337736,0.4698005,0.544606,0.51258165
Lescano,Lescano1,Lescano1_resultadoskeyframe_542.jpg,0.5548521,0.51262033,0.45145047,0.5365305,0.5002575
Lescano,Lescano1,Lescano1_resultadoskeyframe_58.jpg,0.5535128,0.51927334,0.4487896,0.5363069,0.50089586
Lescano,Lescano1,Lescano1_resultadoskeyframe_583.jpg,0.5609174,0.512577,0.46114665,0.5371605,0.5041801
Lescano,Lescano1,Lescano1_resultadoskeyframe_617.jpg,0.57767487,0.53190243,0.47550142,0.55685616,0.52472293
Lescano,Lescano1,Lescano1_resultadoskeyframe_692.jpg,0.59694254,0.5644218,0.48826328,0.5738466,0.54724765
Lescano,Lescano1,Lescano1_resultadoskeyframe_739.jpg,0.5598384,0.54465115,0.45613742,0.5576854,0.52138513
Lescano,Lescano1,Lescano1_resultadoskeyframe_797.jpg,0.53662705,0.50189173,0.43564796,0.5218512,0.4844275
Lescano,Lescano1,Lescano1_resultadoskeyframe_854.jpg,0.55760765,0.5381564,0.45068154,0.55801415,0.52048635
Lescano,Lescano1,Lescano1_resultadoskeyframe_893.jpg,0.5273846,0.4867816,0.42362255,0.5195358,0.47657204
Lescano,Lescano2,Lescano2_resultadoskeyframe_127.jpg,0.5028491,0.44958395,0.40474606,0.50854063,0.45368394
Lescano,Lescano2,Lescano2_resultadoskeyframe_218.jpg,0.49581116,0.42948985,0.40010786,0.49916103,0.44214255
Lescano,Lescano2,Lescano2_resultadoskeyframe_311.jpg,0.5036979,0.44545406,0.4057056,0.5072292,0.4521212
Lescano,Lescano2,Lescano2_resultadoskeyframe_380.jpg,0.504122,0.4436662,0.40806353,0.50931096,0.45374727
Lescano,Lescano2,Lescano2_resultadoskeyframe_445.jpg,0.49790168,0.44884875,0.39872736,0.50367403,0.44885045
Lescano,Lescano2,Lescano2_resultadoskeyframe_496.jpg,0.49522543,0.4380743,0.39885765,0.50017667,0.44410232
Lescano,Lescano2,Lescano2_resultadoskeyframe_557.jpg,0.49204683,0.43564823,0.39577305,0.49845475,0.441852
Lescano,Lescano2,Lescano2_resultadoskeyframe_595.jpg,0.49944884,0.4430948,0.40267143,0.5054484,0.4501347
Lescano,Lescano2,Lescano2_resultadoskeyframe_636.jpg,0.5069804,0.45576698,0.40803224,0.51319206,0.45915008
Lescano,Lescano2,Lescano2_resultadoskeyframe_690.jpg,0.49731764,0.43767715,0.4000677,0.49886888,0.44319874
Lescano,Lescano2,Lescano2_resultadoskeyframe_762.jpg,0.5096461,0.46107727,0.41325188,0.51171046,0.46421993
Lescano,Lescano2,Lescano2_resultadoskeyframe_814.jpg,0.49490768,0.4278679,0.399899,0.4999748,0.4428876
Lescano,Lescano2,Lescano2_resultadoskeyframe_886.jpg,0.4980418,0.43508244,0.40031648,0.49917495,0.4426329
Lescano,Lescano2,Lescano2_resultadoskeyframe_90.jpg,0.5102376,0.4659945,0.41355017,0.5151701,0.46567836
Lescano,Lescano3,Lescano3_resultadoskeyframe_132.jpg,0.55007327,0.49964914,0.45567858,0.5459262,0.5013814
Lescano,Lescano3,Lescano3_resultadoskeyframe_194.jpg,0.5126749,0.4537878,0.4166541,0.510295,0.458498
Lescano,Lescano3,Lescano3_resultadoskeyframe_256.jpg,0.5389936,0.48051697,0.44165462,0.5270482,0.48256135
Lescano,Lescano3,Lescano3_resultadoskeyframe_285.jpg,0.5128171,0.4759566,0.4189656,0.5182171,0.46995187
Lescano,Lescano3,Lescano3_resultadoskeyframe_315.jpg,0.5254544,0.4773563,0.4334216,0.52506495,0.47679925
Lescano,Lescano3,Lescano3_resultadoskeyframe_389.jpg,0.5295665,0.4612429,0.43479347,0.52138853,0.46945143
Lescano,Lescano3,Lescano3_resultadoskeyframe_437.jpg,0.5185194,0.45562991,0.42532605,0.5159503,0.46385336
Lescano,Lescano3,Lescano3_resultadoskeyframe_470.jpg,0.5240113,0.44579503,0.42325512,0.50933856,0.46089542
Lescano,Lescano3,Lescano3_resultadoskeyframe_502.jpg,0.53255534,0.4639271,0.4359874,0.5179518,0.47202086
Lescano,Lescano3,Lescano3_resultadoskeyframe_521.jpg,0.53516984,0.46206132,0.4345907,0.512896,0.4699418
Lescano,Lescano3,Lescano3_resultadoskeyframe_525.jpg,0.5401298,0.46720764,0.44067776,0.5147846,0.47458398
Lescano,Lescano3,Lescano3_resultadoskeyframe_564.jpg,0.5435065,0.4796325,0.4484809,0.5263813,0.4829988
Lescano,Lescano3,Lescano3_resultadoskeyframe_62.jpg,0.52528226,0.4612944,0.4296403,0.5198268,0.46799546
Lescano,Lescano3,Lescano3_resultadoskeyframe_653.jpg,0.5328684,0.46079844,0.43935984,0.5219588,0.4708668
Lescano,Lescano3,Lescano3_resultadoskeyframe_727.jpg,0.5421604,0.47974735,0.44923884,0.5313947,0.48260665
Lescano,Lescano3,Lescano3_resultadoskeyframe_822.jpg,0.53997743,0.4816695,0.44197804,0.5287629,0.48242688
Lescano,Lescano3,Lescano3_resultadoskeyframe_881.jpg,0.53940713,0.47418582,0.44170177,0.5293759,0.47954932
Lescano,Lescano4,Lescano4_resultadoskeyframe_128.jpg,0.5199393,0.47217774,0.42399365,0.52435255,0.47842324
Lescano,Lescano4,Lescano4_resultadoskeyframe_20.jpg,0.5252995,0.46630874,0.43442512,0.5235844,0.47875258
Lescano,Lescano4,Lescano4_resultadoskeyframe_230.jpg,0.51627046,0.46292374,0.4178805,0.5169264,0.4708453
Lescano,Lescano4,Lescano4_resultadoskeyframe_261.jpg,0.50519675,0.44428188,0.40815848,0.50120586,0.45301205
Lescano,Lescano4,Lescano4_resultadoskeyframe_305.jpg,0.5109441,0.4520558,0.41837293,0.51495093,0.46211398
Lescano,Lescano4,Lescano4_resultadoskeyframe_339.jpg,0.5200412,0.47041693,0.42545584,0.5225634,0.4719545
Lescano,Lescano4,Lescano4_resultadoskeyframe_414.jpg,0.5319067,0.4855255,0.44027105,0.5321233,0.48728496
Lescano,Lescano4,Lescano4_resultadoskeyframe_523.jpg,0.5174355,0.4572643,0.41835397,0.5158317,0.46443808
Lescano,Lescano4,Lescano4_resultadoskeyframe_576.jpg,0.51315516,0.45665124,0.41649443,0.51423573,0.4640618
Lescano,Lescano4,Lescano4_resultadoskeyframe_708.jpg,0.5257827,0.46798104,0.42838857,0.5184643,0.47514957
Lescano,Lescano4,Lescano4_resultadoskeyframe_780.jpg,0.5231511,0.4726506,0.42631117,0.5214251,0.47492686
Lescano,Lescano4,Lescano4_resultadoskeyframe_79.jpg,0.5180622,0.45995605,0.42697388,0.51512504,0.4692091
Lescano,Lescano4,Lescano4_resultadoskeyframe_815.jpg,0.5270479,0.47437882,0.4332201,0.5243547,0.4796937
Lescano,Lescano4,Lescano4_resultadoskeyframe_869.jpg,0.52045953,0.46007532,0.4293993,0.5207734,0.46982297
Lescano,Lescano4,Lescano4_resultadoskeyframe_98.jpg,0.52351046,0.46858096,0.43128377,0.52171063,0.47616622
Lescano,Lescano5,Lescano5_resultadoskeyframe_159.jpg,0.54873616,0.50740325,0.448448,0.5460417,0.5035991
Lescano,Lescano5,Lescano5_resultadoskeyframe_262.jpg,0.5380549,0.49864852,0.43904215,0.5378227,0.49124706
Lescano,Lescano5,Lescano5_resultadoskeyframe_287.jpg,0.5456512,0.5075118,0.44699395,0.544742,0.4993984
Lescano,Lescano5,Lescano5_resultadoskeyframe_365.jpg,0.54130834,0.50155836,0.4398914,0.5440849,0.4993716
Lescano,Lescano5,Lescano5_resultadoskeyframe_426.jpg,0.5464903,0.5163245,0.44699162,0.5495689,0.5052496
Lescano,Lescano5,Lescano5_resultadoskeyframe_485.jpg,0.56974477,0.53670484,0.46390808,0.5544895,0.52164376
Lescano,Lescano5,Lescano5_resultadoskeyframe_511.jpg,0.5581907,0.518165,0.4618768,0.55136585,0.5104498
Lescano,Lescano5,Lescano5_resultadoskeyframe_564.jpg,0.54667807,0.51456535,0.44912046,0.5458863,0.5058993
Lescano,Lescano5,Lescano5_resultadoskeyframe_640.jpg,0.5466914,0.5089161,0.45117062,0.5471036,0.5011365
Lescano,Lescano5,Lescano5_resultadoskeyframe_684.jpg,0.5333098,0.4871599,0.43311772,0.53025544,0.4866901
Lescano,Lescano5,Lescano5_resultadoskeyframe_750.jpg,0.5423082,0.47507274,0.44362316,0.53167874,0.4872161
Lescano,Lescano5,Lescano5_resultadoskeyframe_844.jpg,0.5522313,0.5089716,0.45454562,0.5467912,0.50242627
Lescano,Lescano5,Lescano5_resultadoskeyframe_891.jpg,0.54661745,0.51229334,0.44442445,0.5451366,0.50048137
Lescano,Lescano6,Lescano6_resultadoskeyframe_119.jpg,0.63149273,0.562145,0.5123924,0.5786558,0.55498457
Lescano,Lescano6,Lescano6_resultadoskeyframe_176.jpg,0.63399565,0.5664458,0.5158672,0.580068,0.5576182
Lescano,Lescano6,Lescano6_resultadoskeyframe_241.jpg,0.6258483,0.54888535,0.50529104,0.56889856,0.54353726
Lescano,Lescano6,Lescano6_resultadoskeyframe_319.jpg,0.61376613,0.56011355,0.501402,0.57352906,0.55163264
Lescano,Lescano6,Lescano6_resultadoskeyframe_339.jpg,0.62353694,0.5619148,0.5061555,0.5801469,0.5561583
Lescano,Lescano6,Lescano6_resultadoskeyframe_377.jpg,0.6150691,0.55022204,0.5036497,0.56862336,0.54288125
Lescano,Lescano6,Lescano6_resultadoskeyframe_439.jpg,0.59425974,0.5332104,0.4829049,0.556782,0.52437824
Lescano,Lescano6,Lescano6_resultadoskeyframe_533.jpg,0.61926323,0.54929566,0.4988377,0.57377183,0.53709114
Lescano,Lescano6,Lescano6_resultadoskeyframe_570.jpg,0.63176966,0.57487977,0.5223153,0.5823878,0.5575437
Lescano,Lescano6,Lescano6_resultadoskeyframe_611.jpg,0.62103105,0.57190835,0.50776845,0.5831363,0.55958045
Lescano,Lescano6,Lescano6_resultadoskeyframe_62.jpg,0.6388314,0.567956,0.5208868,0.58196247,0.5598047
Lescano,Lescano6,Lescano6_resultadoskeyframe_709.jpg,0.66355586,0.60571706,0.5496053,0.60109115,0.5866041
Lescano,Lescano6,Lescano6_resultadoskeyframe_777.jpg,0.6300383,0.5749047,0.52244353,0.57219636,0.55255216
Lescano,Lescano6,Lescano6_resultadoskeyframe_813.jpg,0.5632331,0.51937205,0.45298353,0.54670954,0.5109974
Lescano,Lescano7,Lescano7_resultadoskeyframe_113.jpg,0.5779456,0.50552416,0.46085337,0.54286885,0.5095261
Lescano,Lescano7,Lescano7_resultadoskeyframe_184.jpg,0.5728669,0.49244893,0.45731068,0.54103184,0.50351995
Lescano,Lescano7,Lescano7_resultadoskeyframe_229.jpg,0.56676644,0.5064874,0.4547303,0.5424113,0.50631243
Lescano,Lescano7,Lescano7_resultadoskeyframe_255.jpg,0.5763289,0.50457376,0.46004602,0.54122365,0.50715226
Lescano,Lescano7,Lescano7_resultadoskeyframe_302.jpg,0.5672582,0.49700236,0.45270914,0.54046285,0.5011637
Lescano,Lescano7,Lescano7_resultadoskeyframe_320.jpg,0.5717066,0.49759585,0.4596823,0.5400207,0.5057529
Lescano,Lescano7,Lescano7_resultadoskeyframe_396.jpg,0.5646414,0.49916285,0.45736372,0.54057014,0.50503695
Lescano,Lescano7,Lescano7_resultadoskeyframe_422.jpg,0.5671389,0.5031109,0.45954213,0.54158103,0.5072315
Lescano,Lescano7,Lescano7_resultadoskeyframe_513.jpg,0.5633961,0.49360913,0.45035344,0.53462905,0.49870896
Lescano,Lescano7,Lescano7_resultadoskeyframe_557.jpg,0.5660893,0.48801726,0.44963843,0.53679657,0.49357158
Lescano,Lescano7,Lescano7_resultadoskeyframe_617.jpg,0.5695977,0.5030046,0.45646495,0.5414845,0.5038359
Lescano,Lescano7,Lescano7_resultadoskeyframe_638.jpg,0.56836647,0.4906142,0.45070222,0.5363066,0.49363962
Lescano,Lescano7,Lescano7_resultadoskeyframe_679.jpg,0.55939513,0.4887398,0.44570035,0.53418434,0.49030882
Lescano,Lescano7,Lescano7_resultadoskeyframe_715.jpg,0.56100845,0.49339008,0.44797406,0.5358205,0.49444002
Lescano,Lescano7,Lescano7_resultadoskeyframe_754.jpg,0.5602143,0.49232197,0.44498843,0.5357542,0.49405426
Lescano,Lescano7,Lescano7_resultadoskeyframe_806.jpg,0.5633604,0.49181703,0.45086965,0.53393376,0.49360645
Lescano,Lescano7,Lescano7_resultadoskeyframe_859.jpg,0.5696413,0.48589155,0.44626236,0.53161705,0.49132866
Lescano,Lescano7,Lescano7_resultadoskeyframe_893.jpg,0.5700569,0.49402207,0.4538851,0.5353991,0.49682587
Lopez,Lopez1,lopez1_resultadoskeyframe_110.jpg,0.5146049,0.5133122,0.41919592,0.53284514,0.48956025
Lopez,Lopez1,lopez1_resultadoskeyframe_170.jpg,0.5473516,0.5281479,0.44729114,0.5614358,0.51630765
Lopez,Lopez1,lopez1_resultadoskeyframe_196.jpg,0.54107237,0.51939595,0.44272614,0.5451391,0.5051388
Lopez,Lopez1,lopez1_resultadoskeyframe_261.jpg,0.53450644,0.51144767,0.4297439,0.544052,0.5000083
Lopez,Lopez1,lopez1_resultadoskeyframe_312.jpg,0.5304866,0.505291,0.43121016,0.53952235,0.49270967
Lopez,Lopez1,lopez1_resultadoskeyframe_362.jpg,0.5488243,0.5165138,0.44924784,0.5497705,0.50852966
Lopez,Lopez1,lopez1_resultadoskeyframe_420.jpg,0.5337944,0.5174478,0.4332263,0.5415344,0.50020015
Lopez,Lopez1,lopez1_resultadoskeyframe_455.jpg,0.537282,0.47512054,0.4341038,0.52559876,0.47473288
Lopez,Lopez1,lopez1_resultadoskeyframe_488.jpg,0.5367887,0.5120951,0.4380927,0.54007626,0.49844483
Lopez,Lopez1,lopez1_resultadoskeyframe_524.jpg,0.5594546,0.5302342,0.45182866,0.5565045,0.5170046
Lopez,Lopez1,lopez1_resultadoskeyframe_567.jpg,0.57626057,0.54817003,0.46785456,0.56541306,0.5342678
Lopez,Lopez1,lopez1_resultadoskeyframe_596.jpg,0.5462769,0.52305627,0.4422319,0.54818225,0.50853467
Lopez,Lopez1,lopez1_resultadoskeyframe_637.jpg,0.5468526,0.5176853,0.4464587,0.546317,0.5058506
Lopez,Lopez1,lopez1_resultadoskeyframe_711.jpg,0.54036736,0.5159757,0.43809718,0.5430957,0.5031068
Lopez,Lopez1,lopez1_resultadoskeyframe_774.jpg,0.5491645,0.5334971,0.44531122,0.55740535,0.51623696
Lopez,Lopez1,lopez1_resultadoskeyframe_812.jpg,0.54613507,0.5118388,0.44528234,0.539498,0.5028133
Lopez,Lopez2,lopez2_resultadoskeyframe_152.jpg,0.6526723,0.610203,0.5451277,0.6069632,0.5953034
Lopez,Lopez2,lopez2_resultadoskeyframe_221.jpg,0.59345746,0.5518493,0.47866845,0.5653826,0.5341449
Lopez,Lopez2,lopez2_resultadoskeyframe_262.jpg,0.61238885,0.57601905,0.49921718,0.5890309,0.56317294
Lopez,Lopez2,lopez2_resultadoskeyframe_375.jpg,0.56797254,0.5188142,0.45553792,0.54201055,0.50198126
Lopez,Lopez2,lopez2_resultadoskeyframe_530.jpg,0.61980605,0.58990765,0.5124242,0.59496504,0.5704659
Lopez,Lopez2,lopez2_resultadoskeyframe_582.jpg,0.60400546,0.5674026,0.48869598,0.5831144,0.5538771
Lopez,Lopez2,lopez2_resultadoskeyframe_631.jpg,0.66062033,0.61051476,0.5422168,0.6068989,0.59478617
Lopez,Lopez2,lopez2_resultadoskeyframe_64.jpg,0.58021915,0.5615371,0.47538155,0.5687617,0.5303031
Lopez,Lopez2,lopez2_resultadoskeyframe_697.jpg,0.6348656,0.58829534,0.5197338,0.5951774,0.5725627
Lopez,Lopez2,lopez2_resultadoskeyframe_763.jpg,0.59113383,0.5423081,0.4777131,0.5628184,0.52465457
Lopez,Lopez2,lopez2_resultadoskeyframe_825.jpg,0.55417085,0.5006203,0.45067307,0.5363244,0.4907245
Lopez,Lopez2,lopez2_resultadoskeyframe_869.jpg,0.6129731,0.57953733,0.50261426,0.58730656,0.56362057
Lopez,Lopez3,lopez3_resultadoskeyframe_16.jpg,0.54475725,0.6129794,0.43238372,0.5654074,0.5284312
Lopez,Lopez3,lopez3_resultadoskeyframe_170.jpg,0.5382421,0.5370882,0.43926874,0.5341399,0.5000214
Lopez,Lopez3,lopez3_resultadoskeyframe_223.jpg,0.53344834,0.57860863,0.4256412,0.5614493,0.5120115
Lopez,Lopez3,lopez3_resultadoskeyframe_266.jpg,0.534083,0.6319621,0.4173373,0.5727765,0.52789474
Lopez,Lopez3,lopez3_resultadoskeyframe_315.jpg,0.5409188,0.6281572,0.43283296,0.57269156,0.53296876
Lopez,Lopez3,lopez3_resultadoskeyframe_37.jpg,0.5488091,0.63353586,0.43751675,0.5805744,0.5369085
Lopez,Lopez3,lopez3_resultadoskeyframe_391.jpg,0.5373398,0.6146823,0.4201954,0.56488824,0.52064896
Lopez,Lopez3,lopez3_resultadoskeyframe_457.jpg,0.53165334,0.5597093,0.42608237,0.5445295,0.5062561
Lopez,Lopez3,lopez3_resultadoskeyframe_512.jpg,0.5209398,0.49246314,0.42078024,0.5240249,0.47278675
Lopez,Lopez3,lopez3_resultadoskeyframe_562.jpg,0.534304,0.57655025,0.42262268,0.54789686,0.51197934
Lopez,Lopez3,lopez3_resultadoskeyframe_629.jpg,0.53395724,0.54984283,0.43066376,0.54352164,0.49867004
Lopez,Lopez3,lopez3_resultadoskeyframe_708.jpg,0.5480962,0.559589,0.44173098,0.55182946,0.51434565
Lopez,Lopez3,lopez3_resultadoskeyframe_764.jpg,0.5477436,0.5835221,0.43971145,0.55766225,0.5224623
Lopez,Lopez3,lopez3_resultadoskeyframe_797.jpg,0.5382998,0.52560115,0.43677527,0.54176784,0.4986753
Lopez,Lopez3,lopez3_resultadoskeyframe_82.jpg,0.55969447,0.6130129,0.448322,0.5654419,0.53618693
Lopez,Lopez3,lopez3_resultadoskeyframe_838.jpg,0.5473895,0.5701512,0.44229287,0.5544778,0.51544714
Lopez,Lopez4,lopez4_resultadoskeyframe_106.jpg,0.5615556,0.51285887,0.45794302,0.54611665,0.5121105
Lopez,Lopez4,lopez4_resultadoskeyframe_146.jpg,0.5838439,0.5449937,0.47765154,0.57111657,0.54338485
Lopez,Lopez4,lopez4_resultadoskeyframe_213.jpg,0.57965136,0.52113456,0.4709158,0.55658567,0.5244713
Lopez,Lopez4,lopez4_resultadoskeyframe_257.jpg,0.5580399,0.54036367,0.4504369,0.5526459,0.5211525
Lopez,Lopez4,lopez4_resultadoskeyframe_312.jpg,0.579082,0.529529,0.46889132,0.56154907,0.53442675
Lopez,Lopez4,lopez4_resultadoskeyframe_356.jpg,0.5671194,0.5385281,0.45741218,0.5563582,0.5286882
Lopez,Lopez4,lopez4_resultadoskeyframe_442.jpg,0.56772363,0.5252266,0.4585874,0.5516479,0.5227097
Lopez,Lopez4,lopez4_resultadoskeyframe_510.jpg,0.576954,0.53682053,0.46614298,0.5614695,0.53603995
Lopez,Lopez4,lopez4_resultadoskeyframe_545.jpg,0.570846,0.53336316,0.46098828,0.55819213,0.5311609
Lopez,Lopez4,lopez4_resultadoskeyframe_584.jpg,0.55945027,0.5310784,0.44983712,0.5529347,0.52005696
Lopez,Lopez4,lopez4_resultadoskeyframe_637.jpg,0.56268156,0.5367564,0.45340785,0.5584161,0.5256964
Lopez,Lopez4,lopez4_resultadoskeyframe_67.jpg,0.56185603,0.5571704,0.4515975,0.56489,0.53232324
Lopez,Lopez4,lopez4_resultadoskeyframe_719.jpg,0.5556882,0.5394198,0.4464829,0.5526187,0.5214535
